itemLabel,universeLabel
Ford Prefect,The Hitchhiker's Guide to the Galaxy universe
Shasta,Narnia universe
Professor Oak,Pokémon universe
Amy Pond,Whoniverse
Dash Parr,The Incredibles universe
Danny Phantom,Danny Phantom universe
Willow Rosenberg,Buffyverse
Yan Zheng,The Romance of the Three Kingdoms universe
Sailor Uranus,Sailor Moon universe
Lance Vance,Grand Theft Auto 3D universe
Largo LaGrande,Monkey Island world
Locke Cole,Final Fantasy universe
Lucy Camden,7th Heaven universe
Maylene,Pokémon universe
Mento,DC Universe
Merana Ambrey,The Wheel of Time universe
Miko Reglia,Star Wars Legends
N,Pokémon universe
Nisao Dachen,The Wheel of Time universe
Frank Grimes,The Simpsons universe
Oron Kira,Star Wars Legends
Xerek,The Incredibles universe
Phil Cassidy,Grand Theft Auto 3D universe
Qordis,Star Wars Legends
Rob Lucci,One Piece universe
Secret,DC Universe
Sue Dibny,DC Universe
Q3980354,Forgotten Realms
Technocrat,DC Universe
Tsutama Rath,The Wheel of Time universe
Miracle Man,Marvel Universe
Miracle Man,Earth-616
Greta,Pokémon universe
Wes Evans,Soul Eater universe
Wurth Skidder,Star Wars Legends
Lizard,Marvel Universe
Lizard,Earth-616
Stan Marsh,South Park universe
Kenny McCormick,South Park universe
Chef,South Park universe
Wendy Testaburger,South Park universe
Tolkien Black,South Park universe
Clyde Donovan,South Park universe
Jimbo Kern,South Park universe
Obi-Wan Kenobi,Star Wars universe
Chewbacca,Star Wars universe
Shrek,Shrek universe
Jim Gordon,DC Universe
Philip J. Fry,Futuramaverse
Leela,Futuramaverse
Ra's al Ghul,DC Universe
Bane,DC Universe
Conan the Barbarian,Robert E. Howard's fictional universe
Conan the Barbarian,fictional universe of the Hyborian Age
King Kong,King Kong universe
Raven,DC Universe
Michelangelo,Teenage Mutant Ninja Turtles universe
Boodikka,DC Universe
Spectre,DC Universe
Jacques,Adventure Time universe
Other Fionna,Adventure Time universe
Princess Bubblegum Reptilian Clone,Adventure Time universe
Pinek,Dreadfully Titled Story universe
Lala,Bromba and others
Fear Feaster,Adventure Time universe
Green Knight,Adventure Time universe
Ogdoad,Adventure Time universe
Farmworld Minerva,Farmworld
Wormo,Adventure Time universe
Jack Tenorman,South Park universe
Harold Cartman,South Park universe
Elvin Cartman,South Park universe
Alexandra Cartman,South Park universe
Dal R'El,Star Trek universe
Officer Jaffe,Scooby Doo universe
Madelyn Dinkley,Scooby Doo universe
Dolly,Toy Story universe
Mr. Big,Top Cat universe
Sarah Lynn,BoJack Horseman universe
Sunny Starscout,My Little Pony G4-G5 universe
Rattleballs,Adventure Time universe
Chipface,Adventure Time universe
Loafy,Adventure Time universe
Mr. Rigby,Scooby Doo universe
Me-Mow,Adventure Time universe
Sneakers O'Toole,Family Guy universe
Cerberus,Scooby Doo universe
Baby Gerald,The Simpsons universe
Lady Lydia,"Go, Dog. Go! universe"
Peace Master Baby,Adventure Time universe
Santino,Teenage Mutant Ninja Turtles universe
Kitty Softpaws,Shrek universe
Malsquando,Dave the Barbarian universe
Anya Von Drake,Donald Duck universe
Chief Grizzly,Hoodwinked! universe
Babyface Boretti,Scooby Doo universe
Billy Bob Scroggins,Scooby Doo universe
Bang,Space Jam universe
Judy Takamoto,Scooby Doo universe
SCP-280,SCP universe
Morty Rogers,Adventure Time universe
Salty the Seal,Mickey Mouse universe
Beans,"Go, Dog. Go! universe"
Little Dog,"Go, Dog. Go! universe"
Lumpy space queen,Adventure Time universe
Kit Whiskerton,"Go, Dog. Go! universe"
Wind Swiftly,"Go, Dog. Go! universe"
Kelly Korgi,"Go, Dog. Go! universe"
Taylee,"Go, Dog. Go! universe"
Cam Snapshot,"Go, Dog. Go! universe"
Plantoids,Adventure Time universe
Nita,Brother Bear universe
Sandwich Dog,"Go, Dog. Go! universe"
The Joker,Nolanverse
Tim Trench,DC Universe
Trinity Wells,Whoniverse
Tyler Stone,Marvel Universe
Huma Dragonbane,Dragonlance
Ysanne Isard,Star Wars Legends
Kelemvor Lyonsbane,Forgotten Realms
Urza,Multiverse
Valda the Iron Maiden,DC Universe
Veronica Cale,DC Universe
Wang Yin,Water Margin universe
Yu Baosi,Water Margin universe
Haman Karn,Universal Century
Judau Ashta,Universal Century
Olee Starstone,Star Wars Legends
Sabo,One Piece universe
Impedimenta,Asterix universe
Sabrina Glevissig,The Witcher universe
Sigismund Dijkstra,The Witcher universe
Sopesian,Narnia universe
Stefan Skellen,The Witcher universe
Tissaia de Vries,The Witcher universe
Crazy Cat Lady,The Simpsons universe
Dewey Largo,The Simpsons universe
Gregor Tropnow,Perryverse
Zhang Shang,The Romance of the Three Kingdoms universe
Herman Hermann,The Simpsons universe
Janey Powell,The Simpsons universe
Jellia Jamb,Oz universe
Condiment King,DC Universe
General Madine,Star Wars Legends
Sting Eucliffe,Fairy Tail universe
Sundowner,Metal Gear universe
Steven Armstrong,Metal Gear universe
Q18679611,Finnish mythology
Paz Ortega Andrade,Metal Gear universe
Aerys II Targaryen,World of Ice and Fire
Laughing Octopus,Metal Gear universe
Jeff the Killer,Jeff the Killer mythos
Moira Burton,Resident Evil universe
Jerry Horne,Twin Peaks universum
Tommen Baratheon,World of Ice and Fire
Michelle,Futuramaverse
Erron Black,Mortal Kombat universe
Paco,DC Universe
Oliver Queen,Arrowverse
Aaron,The Walking Dead universe
Hope Pym,Marvel Universe
Thomas Matthews,Dexter universe
"Charlene ""Charley"" Davidson",Biker Mice from Mars universe
"""Big"" Ed Hurley",Twin Peaks universum
Tim Possible,Kim Possible universe
Zheng Zu,Marvel Universe
Zheng Zu,Earth-616
Bert Ljung,Bert universe
Poof,The Fairly OddParents universe
Frank Grimes Junior,The Simpsons universe
Queen Lillian,Shrek universe
Gingerbread Man,Shrek universe
Sanjay Nahasapeemapetilon,The Simpsons universe
Big McIntosh,My Little Pony G4-G5 universe
Owlowiscious,My Little Pony G4-G5 universe
Ahuizotl,My Little Pony G4-G5 universe
Q16663925,Kung Fu Panda universe
Daisy Watkins,DC Universe
Daisy Watkins,Dakotaverse
Maud Pie,My Little Pony G4-G5 universe
Jeong Jeong,World of Avatar
Louie the Mountain Lion,Mickey Mouse universe
Louie the Mountain Lion,Donald Duck universe
Hypnotoad,Futuramaverse
Napoleon Brie,Biker Mice from Mars universe
Entrapta,Masters of the Universe universe
Lindsey Naegle,The Simpsons universe
Onyx,DC Universe
Felicia,The Great Mouse Detective universe
Caitlin Snow,DC Universe
Hugo the Abominable Snowman,Looney Tunes universe
Jenny,Finding Nemo universe
Gerald,Finding Nemo universe
Jacques,Finding Nemo universe
Fru Fru,Zootopia universe
Gus,Donald Duck universe
Tigger,Disney's Winnie the Pooh universe
Monsieur D'Arque,Beauty and the Beast universe
Razoul,Aladdin universe
Prince Achmed,Aladdin universe
Louise Belcher,Bob's Burgers universe
Ferro Lad,DC Universe
Grifter,Wildstorm Universe
Hippolyta,DC Universe
Jamie Reyes,DC Universe
Jake the Dog,Adventure Time universe
Jake the Dog,Farmworld
Leshawna,Total Drama universe
Mad Stan,DC Animated Universe
Melanie Walker,DC Animated Universe
Melanie Walker,DC Universe
Kat Nipp,Mickey Mouse universe
Polar Boy,DC Universe
Samurai,DC Universe
Sarah Essen,DC Universe
Spider-Man Noir,Marvel Universe
White Witch,DC Universe
XLR8,Ben 10 universe
Zodac,Masters of the Universe universe
Outback,Transformers multiverse
Skydive,Transformers multiverse
Peggy Hill,King of the Hill universe
Squirrel Girl,Marvel Universe
Calculon,Futuramaverse
Trailbreaker,Transformers multiverse
Brick,DC Universe
Way Big,Ben 10 universe
Francine Langstrom,DC Universe
Wildmutt,Ben 10 universe
Ghostfreak,Ben 10 universe
Tika Waylan,Dragonlance
Mikado Sanzenin,Ranma ½ universe
Scooter,SpongeBob SquarePants universe
King Arthur,DC Universe
Lagoon Boy,DC Universe
Lashina,DC Universe
Lobster Johnson,Hellboy Universe
Mal Duncan,DC Universe
O-Sensei,DC Universe
Oberon,DC Universe
Rampage,DC Universe
Red Claw,DC Universe
Simon Stagg,DC Universe
Sniffles,Looney Tunes universe
Warp,DC Universe
Rallo Tubbs,The Cleveland Show universe
ALF,ALF universe
Capital City Goofball,The Simpsons universe
Eddie,The Simpsons universe
Jonathan Weed,Family Guy universe
Kitty Pryde,Marvel Universe
Kitty Pryde,Earth-616
Thundercracker,Transformers multiverse
Clayface,DC Universe
Beast Boy,DC Universe
Loretta Brown,Family Guy universe
Tweety,Space Jam universe
Tweety,Looney Tunes universe
Banshee,Marvel Universe
Banshee,Earth-616
Captain Cold,DC Universe
Clarabelle Cow,Mickey Mouse universe
Metron,DC Universe
Warlord,DC Universe
Rogue,Marvel Universe
Elmer Fudd,Looney Tunes universe
Blade,Marvel Universe
Blade,Earth-616
Power Girl,DC Universe
Yogi Bear,Yogi Bear universe
Marvin the Martian,Looney Tunes universe
Danny Phantom,Danny Phantom universe
Sandman,Marvel Universe
Sandman,Earth-616
Inque,DC Universe
Jumba Jookiba,Lilo & Stitch universe
Tim Drake,DC Universe
Kim Possible,Kim Possible universe
Kuruk,World of Avatar
Yzma,The Emperor's New Groove universe
Sideswipe,Transformers multiverse
Jessica Drew,Marvel Universe
Jessica Drew,Earth-616
Shego,Kim Possible universe
Detective Chimp,DC Universe
Ralph Wiggum,The Simpsons universe
Man-Bat,DC Universe
Principal Skinner,The Simpsons universe
Darkwing Duck,Donald Duck universe
Kuzco,The Emperor's New Groove universe
Deadpool,Marvel Universe
Deadpool,Earth-616
Otto Mann,The Simpsons universe
Tony Zucco,DC Universe
Thomas Kalmaku,DC Universe
Shao Kahn,Mortal Kombat universe
Kitana,Mortal Kombat universe
Mister Mxyzptlk,DC Universe
Arella,DC Universe
Felix Faust,DC Universe
Andy Davis,Toy Story universe
Goro,Mortal Kombat universe
Roy Harper,DC Universe
Garth,DC Universe
Kurtis Stryker,Mortal Kombat universe
Witch Hazel,Looney Tunes universe
Iroh,World of Avatar
Agent K,Men in Black universe
Phantom Girl,DC Universe
Ferb Fletcher,Phineas and Ferb universe
Shang Tsung,Mortal Kombat universe
Corsair,Marvel Universe
Corsair,Earth-616
Ares,DC Universe
Weather Wizard,DC Universe
Copperhead,DC Universe
Joe Chill,DC Universe
Geralt of Rivia,The Witcher universe
Imperiex,DC Universe
Captain Boomerang,DC Universe
Blink,Marvel Universe
Skids,Transformers multiverse
Carmine Falcone,DC Universe
Sal Maroni,DC Universe
Hank Henshaw,DC Universe
Kevin Sydney,Marvel Universe
Kevin Sydney,Earth-616
Arnold Flass,DC Universe
Zealot,Wildstorm Universe
Tracks,Transformers multiverse
Antiope,DC Universe
Lord Farquaad,Shrek universe
Buddy,Looney Tunes universe
Dani Phantom,Danny Phantom universe
Despero,DC Universe
Wreck-Gar,Transformers multiverse
Marlin,Finding Nemo universe
King Snake,DC Universe
Tigress,Kung Fu Panda universe
Nuka,The Lion King universe
Peter Pan,Disney's Peter Pan universe
Jonah Hex,DC Universe
Bongo,Forest universe
Yue,World of Avatar
Baby Wildebeest,DC Universe
Frosta,Masters of the Universe universe
Dwight Conrad,Futuramaverse
Felicia,Shrek universe
Cypher,DC Universe
Norman Osborn,Marvel Universe
Aya,DC Universe
Mr. Panucci,Futuramaverse
URL,Futuramaverse
Modulok,Masters of the Universe universe
Modo,Biker Mice from Mars universe
Boss Biggis,DC Animated Universe
Bartholomew,The Great Mouse Detective universe
Spider-Woman,Marvel Universe
Toothless,How to Train Your Dragon universe
Bonnie Hopps,Zootopia universe
Duke Weaselton,Zootopia universe
Rudder,Finding Nemo universe
Gideon Grey,Zootopia universe
Stromboli,Disney's Pinocchio universe
The Blue Fairy,Disney's Pinocchio universe
Monstro,Disney's Pinocchio universe
Lampwick,Disney's Pinocchio universe
Rabbit,Disney's Winnie the Pooh universe
Kanga,Disney's Winnie the Pooh universe
Bad Cop/Good Cop,The Lego Movie universe
John Darling,Disney's Peter Pan universe
General Draven,Star Wars universe
General Merrick,Star Wars universe
Captain Pterro,Star Wars universe
Vaneé,Star Wars universe
Red Twelve,Star Wars universe
Blue Eight,Star Wars universe
General Ramda,Star Wars universe
Lieutenant Casido,Star Wars universe
Shield Gate Officer,Star Wars universe
Lou Solverson,Fargo universe
Bob Belcher,Bob's Burgers universe
Frank Wolff,Tintin universe
Linda Belcher,Bob's Burgers universe
Tina Belcher,Bob's Burgers universe
Hermes,DC Universe
Simon Trent,DC Universe
Red,South Park universe
Pete Melman,South Park universe
Mayor McDaniels,South Park universe
Scott Malkinson,South Park universe
Rama Kushna,DC Universe
Cave of Wonders,Aladdin universe
Lord Tirek,My Little Pony G4-G5 universe
Hayseed Turnip Truck,My Little Pony G4-G5 universe
Goldie Delicious,My Little Pony G4-G5 universe
Lyra Heartstrings,My Little Pony G4-G5 universe
Lightning Dust,My Little Pony G4-G5 universe
Jennifer Morgan,DC Universe
Carl Wheezer,Jimmy Neutron universe
Professor Membrane,Invader Zim universe
Sunny Jim,DC Universe
Bomb Voyage,The Incredibles universe
Mordred,DC Universe
Mrs. Cake,My Little Pony G4-G5 universe
Professor Utonium,The Powerpuff Girls universe
Alec Holland,DC Universe
Boxy,Futuramaverse
Sardath,DC Universe
Honey Best,The Incredibles universe
Stephen Shin,DC Universe
Magic Mirror,Shrek universe
Iron Lung,The Fairly OddParents universe
Sniper,Team Fortress universe
Mr. Kitty,South Park universe
Barry Allen,Arrowverse
Spinnerella,Masters of the Universe universe
Kodos,The Simpsons universe
Louie,The Simpsons universe
Sherri,The Simpsons universe
Principal Mazur,Mickey Mouse universe
Zed,Men in Black universe
Cookie,Beetle Bailey universe
Beetle Bailey,Beetle Bailey universe
Thorax,My Little Pony G4-G5 universe
Granny Puckett,Hoodwinked! universe
Mrs. Bill,Blinky Bill universe
Diesel,Robots universe
Kovu,The Lion King universe
Q10348431,Star Wars Legends
Leslie Robin Swisher,The Simpsons universe
Harley,Biker Mice from Mars universe
Lawrence Limburger,Biker Mice from Mars universe
Ronaldo Rump,Biker Mice from Mars universe
Norbert Van Houten,The Simpsons universe
Database,The Simpsons universe
Br'er Bear,Forest universe
Neil Goldman,Family Guy universe
Pathik,World of Avatar
Momo,World of Avatar
Apple Bloom,My Little Pony G4-G5 universe
Zecora,My Little Pony G4-G5 universe
Lemmiwinks,South Park universe
Claude Cat,Looney Tunes universe
Mirage,The Incredibles universe
Zeta,DC Animated Universe
Bamse,Bamse universe
Rimfire,Biker Mice from Mars universe
Sid Phillips,Toy Story universe
Ghoul,DC Universe
Eve Teschmacher,DC Universe
Mr. Big,Zootopia universe
Bailey,Finding Nemo universe
Bloat,Finding Nemo universe
Kanan Jarrus,Star Wars universe
Bambi's Mother,Bambi universe
Bill the Lizard,The Great Mouse Detective universe
Nana,Disney's Peter Pan universe
Rosie,A Bug's Life universe
Joseph,The Simpsons universe
Blake Belladonna,RWBY universe
Scorpia,Masters of the Universe universe
Mermista,Masters of the Universe universe
King Micah,Masters of the Universe universe
Rocksteady,Teenage Mutant Ninja Turtles universe
Rudolf Andersson,Sune universe
Isabelle Andersson,Sune universe
Mermaid Man,SpongeBob SquarePants universe
Joar Mahkent,DC Universe
Henry King Jr.,DC Universe
Mari McCabe,Arrowverse
Cheryl Monroe,The Simpsons universe
Splinter,Teenage Mutant Ninja Turtles universe
Milly,Alfie Atkins universe
Puzzle,Alfie Atkins universe
Bing,Alfie Atkins universe
Roger,Star Wars Legends
Victor Krabs,SpongeBob SquarePants universe
Redbeard Krabs,SpongeBob SquarePants universe
Pappy Krabs,SpongeBob SquarePants universe
Marili Romero,SpongeBob SquarePants universe
Basia,SpongeBob SquarePants universe
Alvin,SpongeBob SquarePants universe
Jeff Tentacles,SpongeBob SquarePants universe
Eliza Fletcher,Phineas and Ferb universe
Mr. Doofenshmirtz,Phineas and Ferb universe
Luke Fox,DC Universe
Ikki,World of Avatar
DoodleBob,SpongeBob SquarePants universe
Puffy Fluffy,SpongeBob SquarePants universe
Pabu,World of Avatar
Squidina Star,SpongeBob SquarePants universe
Al Coholic,The Simpsons universe
Manfried the Talking Piñata,Adventure Time universe
Gunter,Adventure Time universe
Orgalorg,Adventure Time universe
Football,Adventure Time universe
Old Man Prismo Jake,Adventure Time universe
Grass Demon,Adventure Time universe
Topicha,Dreadfully Titled Story universe
Gig,Dreadfully Titled Story universe
Lemon camel,Adventure Time universe
Wróbel Stary,Bromba and others
Makawity,Bromba and others
Science Whyzard,Adventure Time universe
Doctor Prince,Fionna and Cake universe
Malwinka,Bromba and others
Kameleon Super,Bromba and others
Minerva (computer),Adventure Time universe
Marshie,Homestar Runner universe
Life,Adventure Time universe
Florence Cartman,South Park universe
Chronos,Space Jam universe
Delilah Dastardly,Wacky Races universe
Mrs. Bear,Yogi Bear universe
Nawt,Space Jam universe
Jessica Lovejoy,The Simpsons universe
Hath-Set,DC Universe
Shriek,DC Animated Universe
Mammoth,DC Universe
Robotman,DC Universe
Ayla Ranzz,DC Universe
Batman of Zur-En-Arrh,DC Universe
Beans,Looney Tunes universe
Bonnie Swanson,Family Guy universe
Chris,Total Drama universe
Margaret SquarePants,SpongeBob SquarePants universe
Dana Tan,DC Universe
Don Karnage,Talespin universe
Donna Tubbs-Brown,The Cleveland Show universe
Green Man,DC Universe
Hawkman,DC Universe
Matter-Eater Lad,DC Universe
McWolf,Tom & Jerry universe
Mento,DC Universe
Miss Prissy,Looney Tunes universe
Frank Grimes,The Simpsons universe
Princess Bubblegum,Adventure Time universe
Secret,DC Universe
Spike,My Little Pony G4-G5 universe
Stanley S. SquarePants,SpongeBob SquarePants universe
Lunchlady Doris,The Simpsons universe
Adam West,Family Guy universe
Anton Arcane,DC Universe
Chris Kent,DC Universe
Dark Queen,Battletoads universe
Plasmus,DC Universe
Ms. Gsptlsnz,DC Universe
Flamingo,DC Universe
Fluttershy,My Little Pony G4-G5 universe
Gorilla Boss,DC Universe
Bendu,Star Wars Legends
Ditto,Ben 10 universe
Fat Abbot,South Park universe
Kenny Tennyson,Ben 10 universe
Isis,DC Universe
Ronnie Raymond,DC Universe
Tarrlok,World of Avatar
Yazoo,Final Fantasy VII universe
Mymble,Moomin world
Lew Moxon,DC Universe
Professor Ojo,DC Universe
Queen of Fables,DC Universe
Quex-Ul,DC Universe
Red Volcano,DC Universe
Shingen Yashida,Marvel Universe
Bart Simpson,The Simpsons universe
Lisa Simpson,The Simpsons universe
Towelie,South Park universe
Mr. Mackey,South Park universe
Qui-Gon Jinn,Star Wars universe
Grand Admiral Thrawn,Star Wars Legends
Grand Admiral Thrawn,Star Wars universe
Aurra Sing,Star Wars Legends
Wolverine,Marvel Universe
Wolverine,Earth-616
"Miles ""Tails"" Prower",Sonic the Hedgehog universe
MODOK,Marvel Universe
The Joker,DC Universe
Shredder,Teenage Mutant Ninja Turtles universe
Queen Marlena,Masters of the Universe universe
Selene,Marvel Universe
Selene,Earth-616
Sabretooth,Marvel Universe
Amethyst,DC Universe
Deadshot,DC Universe
Crimson Avenger,DC Universe
Mera,DC Universe
Viper,Marvel Universe
Viper,Earth-616
Rat King,Teenage Mutant Ninja Turtles universe
Kamandi,DC Universe
The Creeper,DC Universe
Claire Redfield,Resident Evil universe
Storm,Marvel Universe
Storm,Earth-616
Dick Grayson,DC Universe
Dick Grayson,Earth-Two
Dick Grayson,Earth-One
Dick Grayson,New Earth
Dick Grayson,Prime Earth
Mr. Burns,The Simpsons universe
Steve Barkin,Kim Possible universe
Zatanna,DC Universe
Professor Farnsworth,Futuramaverse
Silver Samurai,Marvel Universe
Thing,Marvel Universe
Thing,Earth-616
Jasmine,Aladdin universe
Michigan J. Frog,Looney Tunes universe
Forge,Marvel Universe
Forge,Earth-616
Captain Marvel Jr.,DC Universe
Scrat,Ice Age universe
Liz Allan,Marvel Universe
Liz Allan,Earth-616
Hellboy,Hellboy Universe
Rodimus Prime,Transformers multiverse
Raiden,Mortal Kombat universe
Psycho-Pirate,DC Universe
Santa's Little Helper,The Simpsons universe
Mr. Smithers,The Simpsons universe
Lionel Hutz,The Simpsons universe
Metamorpho,DC Universe
Butch the Bulldog,Mickey Mouse universe
Mister Terrific,DC Universe
Ursa,DC Universe
Jimmy Olsen,DC Universe
Ranger Smith,Yogi Bear universe
Kingpin,Marvel Universe
Kingpin,Earth-616
Abra Kadabra,DC Universe
Thunderbolt Ross,Marvel Universe
Thunderbolt Ross,Earth-616
Mr. Potato Head,Toy Story universe
Metallo,DC Universe
Spider Pig,The Simpsons universe
Dick Dastardly,Wacky Races universe
Dick Dastardly,Yogi Bear universe
Tasslehoff Burrfoot,Dragonlance
Liu Kang,Mortal Kombat universe
Hush,DC Universe
Per Degaton,DC Universe
Giganta,DC Universe
Black Mask,DC Universe
Rupert Thorne,DC Universe
Hal Jordan,DC Universe
Gossamer,Looney Tunes universe
Garth Ranzz,DC Universe
Major Force,DC Universe
Goldface,DC Universe
Radioactive Man,The Simpsons universe
Belle,Beauty and the Beast universe
Franny's Dad,"Go, Dog. Go! universe"
Darrell,"Go, Dog. Go! universe"
Zanoits,Adventure Time universe
Know-it-all,The Polar Express universe
Hawt Saus,Chikn Nuggit universe
Cofi,Chikn Nuggit universe
Marge Simpson,The Simpsons universe
Scrooge McDuck,Donald Duck universe
Asajj Ventress,Star Wars Legends
Asajj Ventress,Star Wars universe
Lobo,DC Universe
Kyle Broflovski,South Park universe
Butters Stotch,South Park universe
Timmy,South Park universe
Mr. Hankey,South Park universe
Jesus,South Park universe
Mace Windu,Star Wars universe
Count Dooku,Star Wars universe
Boba Fett,Star Wars Legends
Boba Fett,Star Wars universe
Jar Jar Binks,Star Wars universe
Guy Gardner,DC Universe
Huntress,DC Universe
She-Ra,Masters of the Universe universe
Catwoman,DC Universe
Bugs Bunny,Space Jam universe
Bugs Bunny,Looney Tunes universe
Jon Arbuckle,Garfield universe
Stephanie Brown,DC Universe
Gentleman Ghost,DC Universe
The Penguin,DC Universe
Kilowog,DC Universe
Reverend Lovejoy,The Simpsons universe
Anthro,DC Universe
Wally West,DC Universe
Pepé Le Pew,Looney Tunes universe
Betty Ross,Marvel Universe
Betty Ross,Earth-616
Figaro,Mickey Mouse universe
Daisy Duck,Donald Duck universe
Blok,DC Universe
Spawn,Image Universe
Magneto,Marvel Universe
Magneto,Earth-616
Juggernaut,Marvel Universe
Juggernaut,Earth-616
Lois Lane,DC Universe
Starscream,Transformers multiverse
Faora,DC Universe
Rip Hunter,DC Universe
Killer Croc,DC Universe
Leslie Thompkins,DC Universe
Thomas Wayne,DC Universe
José Carioca,Donald Duck universe
Jay Garrick,DC Universe
Shadow the Hedgehog,Sonic the Hedgehog universe
Ned Flanders,The Simpsons universe
Nitara,Mortal Kombat universe
Deadman,DC Universe
Mr. Ping,Kung Fu Panda universe
Root Beer Guy,Adventure Time universe
Dirt Beer Guy,Adventure Time universe
The Morrow,Adventure Time universe
Grassy Wizard,Adventure Time universe
Bebe,Adventure Time universe
Lieutenant Whiskers,Adventure Time universe
Kitten,Adventure Time universe
Cadebra,Adventure Time universe
Ducky and Bunny,Toy Story universe
Scooch Pooch,"Go, Dog. Go! universe"
Cheddar Biscuit,"Go, Dog. Go! universe"
Tim Scam,Totally Spies! universe
Jazz Hands,Totally Spies! universe
Scud,Toy Story universe
Captain Gutt,Ice Age universe
Molly Davis,Toy Story universe
"10,000 Volt Ghost",Scooby Doo universe
Brenda,Smallfoot universe
The Mad Doctor,Mickey Mouse universe
Leo Howlstead,"Go, Dog. Go! universe"
Chili,"Go, Dog. Go! universe"
Catch Morely,"Go, Dog. Go! universe"
Early Ed,"Go, Dog. Go! universe"
Bernard Rubber,"Go, Dog. Go! universe"
Bowser,"Go, Dog. Go! universe"
Hambonio,"Go, Dog. Go! universe"
Chikn Nuggit,Chikn Nuggit universe
Pipsqueak,My Little Pony G4-G5 universe
Stygian,My Little Pony G4-G5 universe
Octavia Melody,My Little Pony G4-G5 universe
Igneous Rock,My Little Pony G4-G5 universe
Coco Pommel,My Little Pony G4-G5 universe
Squilliam Fancyson,SpongeBob SquarePants universe
Chopsuey,Lilo & Stitch universe
Barbara Eileen Gordon,DC Universe
GIR,Invader Zim universe
Nudar,Futuramaverse
Atlanna,DC Universe
Dr. Hämsterviel,Lilo & Stitch universe
Mabel the Ugly Stepsister,Shrek universe
Him,The Powerpuff Girls universe
Sheldon J. Plankton,SpongeBob SquarePants universe
Morbo,Futuramaverse
Snowball II,The Simpsons universe
Private Killer,Beetle Bailey universe
Sibella,Scooby Doo universe
Helga Jace,DC Universe
Evil Kiva,Megas XLR universe
Caroleena,Creepie universe
Inspector Gadget,Inspector Gadget universe
Speed Racer,Speed Racer universe
King Harkinian,universe of The Legend of Zelda
Aaron,DreamWorks Bible universe
Mr. Peanutbutter,BoJack Horseman universe
BoJack Horseman,BoJack Horseman universe
Jesus Christ,The Simpsons universe
Fastener,Panty & Stocking with Garterbelt universe
Light Hope,Masters of the Universe universe
Mr. Bill,Blinky Bill universe
Ibuki Mioda,Danganronpa universe
Wheezy,Toy Story universe
Louie,Talespin universe
Charles McNider,DC Universe
Astra Logue,DC Universe
Gene,Metal Gear universe
Metatron,Supernatural universe
Jemma Simmons,Marvel Cinematic Universe
Quiet,Metal Gear universe
Cain,Supernatural universe
Jura Neekis,Fairy Tail universe
Lisanna Strauss,Fairy Tail universe
"Thomas Wayne, Jr.",DC Universe
Tolle Koenig,Cosmic Era
Talisa Stark,World of Ice and Fire
Ace Morgan,DC Universe
X Drake,One Piece universe
Basil Hawkins,One Piece universe
Dwight,The Walking Dead universe
Tarzan,Disney's Tarzan universe
Moses Puloki,Lilo & Stitch universe
Artemis Crock,DC Universe
Greasepit,Biker Mice from Mars universe
Br'er Fox,Forest universe
Bridon Gueermo,South Park universe
Bill Allen,South Park universe
PC Principal,South Park universe
Dog Poo Petuski,South Park universe
Apple Rose,My Little Pony G4-G5 universe
Cloudy Quartz,My Little Pony G4-G5 universe
Flam,My Little Pony G4-G5 universe
Angel,My Little Pony G4-G5 universe
Wind Rider,My Little Pony G4-G5 universe
Shayera Hol,DC Universe
Silas Stone,DC Universe
Vigilante,DC Universe
Killgore,My Life as a Teenage Robot universe
Ms. Bitters,Invader Zim universe
Grand Inquisitor,Star Wars universe
Rick Dicker,The Incredibles universe
Mr. Cake,My Little Pony G4-G5 universe
Screenslaver,The Incredibles universe
Bubbles,The Powerpuff Girls universe
Sara Bellum,The Powerpuff Girls universe
Tom Curry,DC Universe
Major Glory,The Powerpuff Girls universe
Major Glory,Dexter's Laboratory universe
Evelyn Deavor,The Incredibles universe
Wan,World of Avatar
Deej Warrick,Star Wars universe
Gina Jabowski,Paradise PD universe
Miss Pauling,Team Fortress universe
Old Man Jenkins,SpongeBob SquarePants universe
Mrs. Nahasapeemapetilon,The Simpsons universe
Lucy,The Lego Movie universe
Doctor Doppler,Treasure Planet universe
Gene Belcher,Bob's Burgers universe
Fred the Mutant,Biker Mice from Mars universe
Br'er Rabbit,Forest universe
Lulubelle,Forest universe
Music Meister,DC Universe
Nancy,South Park universe
Nathan,South Park universe
Mary Gollum,South Park universe
Jose Venezuela,South Park universe
Twinkleshine,My Little Pony G4-G5 universe
Lemon Hearts,My Little Pony G4-G5 universe
Sugar Belle,My Little Pony G4-G5 universe
Emmet Brickowski,The Lego Movie universe
Norm,Phineas and Ferb universe
Sedusa,The Powerpuff Girls universe
Seventh Sister,Star Wars Legends
Armagedroid,My Life as a Teenage Robot universe
Yivo,Futuramaverse
Bigweld,Robots universe
Syndrome,The Incredibles universe
Gilbert Huph,The Incredibles universe
Stuart McCormick,South Park universe
Carol McCormick,South Park universe
Dawn Allen,DC Universe
Nora Allen,DC Universe
Matt McGinnis,DC Universe
Peter Gambi,DC Universe
Hedonismbot,Futuramaverse
Valhallen,The Powerpuff Girls universe
Valhallen,Dexter's Laboratory universe
Chuck,Panty & Stocking with Garterbelt universe
