itemLabel,universeLabel
Selphie Tilmitt,Final Fantasy
Emma Sheen,Universal Century
Cronicle Asher,Universal Century
Glemy Toto,Universal Century
Sarah Zabiarov,Universal Century
Cecily Fairchild,Universal Century
Edmund Duke,StarCraft
Enrico Marini,Resident Evil
Hitomi,Dead or Alive
Foltest,The Witcher
Fringilla Vigo,The Witcher
Yun,Street Fighter
Meve of Lyria,The Witcher
Statesman,Image
Juni,Street Fighter
TaliZorah,Mass Effect
Yusuf Tazim,Assassin's Creed
Frank Tenpenny,Grand Theft Auto 3D
Big Smoke,Grand Theft Auto 3D
OG Loc,Grand Theft Auto 3D
Catalina,Grand Theft Auto 3D
Zero,Grand Theft Auto 3D
Avery Carrington,Grand Theft Auto 3D
Baraka,Mortal Kombat
Wattson,Pokémon
Amaterasu,Capcom
Vlad von Carstein,Warhammer Fantasy
Chie Satonaka,Persona
Etna,Disgaea
Deekin Scalesinger,Forgotten Realms
Bonecrusher,Transformers multiverse
Skywarp,Transformers multiverse
Smokescreen,Transformers multiverse
Scrapper,Transformers multiverse
Blitzwing,Transformers multiverse
Mudflap,Transformers multiverse
Stunticons,Transformers multiverse
Adria,Stargate
Scorponok,Transformers multiverse
Barricade,Transformers multiverse
Brawl,Transformers multiverse
Waspinator,Transformers multiverse
Swindle,Transformers multiverse
Sunstorm,Transformers multiverse
Jetstorm,Transformers multiverse
Jolt,Transformers multiverse
Long Haul,Transformers multiverse
Cyclonus,Transformers multiverse
Topspin,Transformers multiverse
Wreckers,Transformers multiverse
Breakdown,Transformers multiverse
Vortex,Transformers multiverse
Drag Strip,Transformers multiverse
Kickback,Transformers multiverse
First Aid,Transformers multiverse
Dirge,Transformers multiverse
Hook,Transformers multiverse
Octane,Transformers multiverse
Skydive,Transformers multiverse
Fireflight,Transformers multiverse
Snarl,Transformers multiverse
Bruticus,Transformers multiverse
Razorclaw,Transformers multiverse
Crankcase,Transformers multiverse
Streetwise,Transformers multiverse
Tobias Snape,Harry Potter
Blast Off,Transformers multiverse
Bludgeon,Transformers multiverse
Crasher,Transformers multiverse
Crosshairs,Transformers multiverse
Cy-Kill,Transformers multiverse
Darkwing,Transformers multiverse
Dreadwind,Transformers multiverse
Dreadwing,Transformers multiverse
Drift,Transformers multiverse
Oil Slick,Transformers multiverse
Dudley Dursley,Harry Potter
Buzzsaw,Transformers multiverse
Slipstream,Transformers multiverse
Jhiaxus,Transformers multiverse
Makeshift,Transformers multiverse
Overbite,Transformers multiverse
Punch-Counterpunch,Transformers multiverse
Quickmix,Transformers multiverse
Roadblock,Transformers multiverse
Runamuck,Transformers multiverse
Sandstorm,Transformers multiverse
Scavenger,Transformers multiverse
Skyquake,Transformers multiverse
Stockade,Transformers multiverse
Stormtroopers,Transformers multiverse
Strika,Transformers multiverse
Tailwind,Transformers multiverse
Thunderwing,Transformers multiverse
Venom,Transformers multiverse
Wildrider,Transformers multiverse
Wreckage,Transformers multiverse
Overkill,Transformers multiverse
Vernon Dursley,Harry Potter
Q13424681,Transformers multiverse
Mr. Evans,Harry Potter
Mrs. Evans,Harry Potter
Payload,Transformers multiverse
Apeface,Transformers multiverse
Doubleclouder,Transformers multiverse
Q17177303,Stargate
Ayiana,Stargate
Michael Webber,Stargate
Genn Greymane,Warcraft
Blackarachnia,Transformers multiverse
Petelgeuse Romanee-Conti,Re:Zero
Mimi Pearlbaton,Re:Zero
Kenichi Natsuki,Re:Zero
Carmilla,Re:Zero
Varuna,Granblue Fantasy
Canna,Granblue Fantasy
Paul Greyrat,Mushoku Tensei
Charlotte Brulee,One Piece
Charlotte Chiffon,One Piece
Orlumbus,One Piece
Rimuru Tempest,That Time I Got Reincarnated as a Slime
Geld I,That Time I Got Reincarnated as a Slime
Kaijin,That Time I Got Reincarnated as a Slime
Milim Nava,That Time I Got Reincarnated as a Slime
Diablo,That Time I Got Reincarnated as a Slime
Souei,That Time I Got Reincarnated as a Slime
Gabiru,That Time I Got Reincarnated as a Slime
Kaval,That Time I Got Reincarnated as a Slime
Yuuki Kagurazaka,That Time I Got Reincarnated as a Slime
Myrd,That Time I Got Reincarnated as a Slime
Abiru,That Time I Got Reincarnated as a Slime
Gard Mjollmile,That Time I Got Reincarnated as a Slime
Shoko Ieiri,Jujutsu Kaisen
Ghislaine Dedoldia,Mushoku Tensei
Utahime Iori,Jujutsu Kaisen
Naobito Zenin,Jujutsu Kaisen
Tomoka Minato,Ro-Kyu-Bu!
Touko Hatano,Ro-Kyu-Bu!
Kagetsu Hakamada,Ro-Kyu-Bu!
Hijiri Kuina,Ro-Kyu-Bu!
Ginga Hasegawa,Ro-Kyu-Bu!
Nobue Okuda,Ro-Kyu-Bu!
Siesta,The Detective is Already Dead
Nagisa Natsunagi,The Detective is Already Dead
Laurier,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Haruta Shigemo,Jujutsu Kaisen
Trebol,One Piece
Mahiro Yasaka,Haiyore! Nyaruko-san
Shinei Nouzen,86
Daiya Irma,86
Haruto Keats,86
Mikuri Kairo,86
Lev Aldrecht,86
Toka Kishi,Yozakura Quartet
Eso,Jujutsu Kaisen
Choso,Jujutsu Kaisen
Maho Akashi,D4DJ
Elma,Miss Kobayashi's Dragon Maid
Damocles,Miss Kobayashi's Dragon Maid
Hyogoro,One Piece
Gin,One Piece
Nezumi,One Piece
Pudding Pudding,One Piece
Ipponmatsu,One Piece
Crocus,One Piece
Dorry,One Piece
Yuki,One Piece
Dalton,One Piece
Nefertari Cobra,One Piece
Miss Merry Christmas,One Piece
Ho,One Piece
Ross,One Piece
Hewitt,One Piece
Rockstar,One Piece
Amazon,One Piece
Ohm,One Piece
Beretta,That Time I Got Reincarnated as a Slime
Middray,That Time I Got Reincarnated as a Slime
Hermes,That Time I Got Reincarnated as a Slime
Big Pan,One Piece
Yokozuna,One Piece
Tamagon,One Piece
Kiwi,One Piece
Spandam,One Piece
T Bone,One Piece
Kumadori,One Piece
Clover,One Piece
Pappag,One Piece
Shalria,One Piece
Shachi,One Piece
Ran,One Piece
Cosmos,One Piece
Daisy,One Piece
Haredas,One Piece
Stalker,One Piece
Comil,One Piece
Sadi,One Piece
Doma,One Piece
Elmy,One Piece
Vista,One Piece
Blamenco,One Piece
Ox-King,Dragon Ball
Aoba Yamashiro,Naruto
Scratchmen Apoo,One Piece
Kaido,One Piece
Momoshiki Otsutsuki,Naruto
Mallow,Pokémon
Lana,Pokémon
Caulifla,Dragon Ball
Mitsuki,Naruto
Vikal,Dragon Ball
Misty,Pokémon
Monet,One Piece
Hina,One Piece
Marguerite,One Piece
Vinsmoke Yonji,One Piece
Jango,One Piece
Alec,Granblue Fantasy
Lady Grey,Granblue Fantasy
Sturm,Granblue Fantasy
Therese,Granblue Fantasy
Volenna,Granblue Fantasy
All Might,My Hero Academia
Armin Arlert,Attack on Titan
Nanako Oohara,Crayon Shin-chan
Imu,One Piece
Acnologia,Fairy Tail
Vegapunk,One Piece
Kazuma Satou,KonoSuba
Zooey,Granblue Fantasy
Morphe,Granblue Fantasy
Chloe,Granblue Fantasy
Robomi,Granblue Fantasy
Diantha,Granblue Fantasy
Juliet,Granblue Fantasy
Pamela,Granblue Fantasy
Mina,Granblue Fantasy
Ilsa,Granblue Fantasy
Freesia,Granblue Fantasy
Athena,Granblue Fantasy
Nier,Granblue Fantasy
Macula Marius,Granblue Fantasy
Porco Galliard,Attack on Titan
Connie Springer,Attack on Titan
Falco Grice,Attack on Titan
Female Titan,Attack on Titan
Cepheus Daidalos,Saint Seiya
Goldy,Saint Seiya
Florence,Granblue Fantasy
Liliruca Arde,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Mikoto Yamato,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Freya,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Hephaestus,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Asfi Al Andromeda,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Naruto Uzumaki,Naruto
Donald Duck,Donald Duck
Red Queen,Resident Evil
Admiral Ackbar,Star Wars
Ki-Adi-Mundi,Star Wars
Ki-Adi-Mundi,Star Wars
Goofy,Mickey Mouse
Alyx Vance,Half-Life / Portal
Leonardo,Teenage Mutant Ninja Turtles
Poison Ivy,DC
Black Adam,DC
ATLAS,StarCraft
Captain Marvel,DC
Vicki Vale,DC
Link,of The Legend of Zelda
Nebia,Princess Connect!
Max Dillon,Earth-120703
Duran,Mana
Charlotte,Mana
Jimmy Lee,Double Dragon
Billy Lee,Double Dragon
Tsurumaru Tsuyoshi,Uma Musume
Irma,Teenage Mutant Ninja Turtles
Sylph,Granblue Fantasy
Tanino Gimlet,Uma Musume
Milo Yiannopoulos,Postal
Malulu,Isekai: Demon Waifu
Hugo Kupka,Final Fantasy
Rita Phillips,Resident Evil
Jim Chapman,Resident Evil
Reynard Fisher,Resident Evil
Eli,Saints Row
Wamdus,Granblue Fantasy
Hokko Tarumae,Uma Musume
Kimura Masaya,RapeLay
Light Hello,Uma Musume
Helga,Clayfighter
Barnabas Tharmr,Final Fantasy
Raphael,Granblue Fantasy
Gregory,Five Nights at Freddy's
Glamrock Chica,Five Nights at Freddy's
Lefty,Five Nights at Freddy's
Nightmare Foxy,Five Nights at Freddy's
Mike Schmidt,Five Nights at Freddy's
Norris Forsythe,Red Dead
Wilhelm,The Elder Scrolls
Grogmar gro-Burzag,The Elder Scrolls
Anthuria,Granblue Fantasy
Tyre,Granblue Fantasy
Sevastien,Granblue Fantasy
Anne,Granblue Fantasy
Medusa,Granblue Fantasy
Kumbhira,Granblue Fantasy
Geisenborger,Granblue Fantasy
Baal,Granblue Fantasy
Halluel,Granblue Fantasy
Colossus,Granblue Fantasy
Tora,Teenage Mutant Ninja Turtles
Justin,Grandia
Mikhail Victor,Resident Evil
Mermaid Man,SpongeBob SquarePants
Illnott,Granblue Fantasy
Goro Akechi,Persona
Jack,Mass Effect
Raczidian,Harry Potter
Prompto Argentum,Final Fantasy
Thresh,League of Legends
Art Gallery Visitor Number 4,Angel Devoid: Face of the Enemy
Goopy GilsCarbo,The Sims
Fiorito,Granblue Fantasy
James Vega,Mass Effect
Suzi,Strip Poker
Varuna,Granblue Fantasy
Canna,Granblue Fantasy
Diola,Granblue Fantasy
Viego,League of Legends
Mui Mui,The King of Fighters
Shion,The King of Fighters
Love Heart,The King of Fighters
Mukai,The King of Fighters
King of Dinosaurs,The King of Fighters
Antonov,The King of Fighters
Zack,Dead or Alive
Zack,Dead or Alive Xtreme
Skarlet,Mortal Kombat
Bertha,Pokémon
Flint,Pokémon
Epona,of The Legend of Zelda
Eiji Kisaragi,The King of Fighters
Alex,Street Fighter
May Lee,The King of Fighters
Heavy D!,The King of Fighters
Axl,Mega Man
Gai Tendo,The King of Fighters
Blackbeard,One Piece
Clementine,The Walking Dead Comic
Dogmeat,Fallout
Gizor Dellso,Star Wars
Garrus Vakarian,Mass Effect
Alex Wesker,Resident Evil
Alexia Ashford,Resident Evil
Arren Kae,Star Wars
Commander Neyo,Star Wars
Demetrius Zaarin,Star Wars
Dex Oyama,Mega Man
Lucas,Pokémon
Princess Shroob,Super Mario
Uthar Wynn,Star Wars
Genma Saotome,Ranma ½
Nyssa Raatko,DC
Professor Pyg,DC
G-Man,Half-Life / Portal
Bao,The King of Fighters
Murray,Sly Cooper
Perona,One Piece
Yoko Suzuki,Resident Evil
Assire var Anahid,The Witcher
Yarpen Zigrin,The Witcher
Batman,Arkhamverse
Marvin Branagh,Resident Evil
Nameless,The King of Fighters
Tewi Inaba,Touhou Project
Mei Ling,Metal Gear
Elisabeth Blanctorche,The King of Fighters
Sochie Heim,Correct Century
Darun Mister,Street Fighter
Tem Ray,Universal Century
Hyena,The King of Fighters
Jyazu,The King of Fighters
Demavend of Aedirn,The Witcher
Ansem the Wise,Kingdom Hearts
Maccer,Grand Theft Auto 3D
Beverly Johnson,Grand Theft Auto 3D
Proto Man,Mega Man
Wally B. Feed,Monkey Island world
Garma Zabi,Universal Century
Daenerys Targaryen,World of Ice and Fire
Arya Stark,World of Ice and Fire
Jaime Lannister,World of Ice and Fire
Sandor Clegane,World of Ice and Fire
Varys,World of Ice and Fire
Petyr Baelish,World of Ice and Fire
Davos Seaworth,World of Ice and Fire
Melisandre,World of Ice and Fire
Tywin Lannister,World of Ice and Fire
Ygritte,World of Ice and Fire
Robb Stark,World of Ice and Fire
Decapre,Street Fighter
Cirno,Touhou Project
Wally,Pokémon
Goro Majima,Yakuza
Rude,Final Fantasy
Rude,Final Fantasy
Amanda Ripley,Alien
Cassie Cage,Mortal Kombat
Ellie,The Last of Us
Widowmaker,Overwatch
Baka,Mafia
Emmanuel Lazare,Mafia
Alma Diaz,Mafia
Mercy,Overwatch
Towa,Dragon Ball
Professor Kukui,Pokémon
Lusamine,Pokémon
Archie,Pokémon
Malthael,Warcraft
Meitenkun,The King of Fighters
Metroid,Metroid
Ace Hardlight,Ratchet & Clank
Muggshot,Sly Cooper
Mz. Ruby,Sly Cooper
Erol,Jak and Daxter
Ashelin Praxis,Jak and Daxter
Lyrica Prismriver,Touhou Project
Alec Holland,DC
Clay Kaczmarek,Assassin's Creed
Maia Acheron,Jak and Daxter
Tily,The Glade of Dreams
Prophet of Truth,Halo
Emily,The Last of Us
Sniper,Team Fortress
Phillipe Loren,Saints Row
Jackie Ma,Sleeping Dogs
Eunice Pound,Bully
Pharah,Overwatch
Angie Ng,Bully
Roadhog,Overwatch
Adam,Manhunt
Gary Schaffer,Manhunt
Mero,Monster Musume
Davin,Killing Floor
Corporal Lewis,Killing Floor
Peter Parker,Earth-96283
A. Habib,Brink
1st Prize,Baldi's Basics
Alexios,Assassin's Creed
Seth,The King of Fighters
Vyrn,Granblue Fantasy
Katalina,Granblue Fantasy
Drang,Granblue Fantasy
Black Knight,Granblue Fantasy
Jessica,Granblue Fantasy
Aliza,Granblue Fantasy
Sara,Granblue Fantasy
Soriz,Granblue Fantasy
Petra,Granblue Fantasy
Elta,Granblue Fantasy
Ezecrain,Granblue Fantasy
Arusha,Granblue Fantasy
Juri,Granblue Fantasy
Threo,Granblue Fantasy
Kakuzu,Naruto
Sakura Haruno,Naruto
Peter Parker,Earth-120703
Vexen,Kingdom Hearts
Saix,Kingdom Hearts
Ahri,League of Legends
Bartender,Angel Devoid: Face of the Enemy
Erik,The Lost Vikings
Tomator,The Lost Vikings
Michael,One Piece
Hoichael,One Piece
Tansui,One Piece
Motobaro,One Piece
Antonio,One Piece
Aphelandra,One Piece
Kikyo,One Piece
Bacura,One Piece
Enishida,One Piece
Pekkori,One Piece
Hannyabal,One Piece
Daigin,One Piece
Lacroix,One Piece
Atmos,One Piece
Islewan,One Piece
Shourei Nouzen,86
Augustus,The Faraway Paladin
Grabell Zafin Asura,Mushoku Tensei
shin suri Tomioka,Demon Slayer: Kimetsu no Yaiba
Erwin Marcel,86
Vaclav Milize,86
Kiriya Nouzen,86
Jamaican Daninghan,Universal Century
Andre,One Piece
Vierra,Mushoku Tensei
Porchemy,One Piece
Coribou,One Piece
Renly Baratheon,World of Ice and Fire
Oberyn Martell,World of Ice and Fire
Jon Arryn,World of Ice and Fire
Ramsay Bolton,World of Ice and Fire
Rhaegar Targaryen,World of Ice and Fire
Mace Tyrell,World of Ice and Fire
Selyse Baratheon,World of Ice and Fire
Luthor Tyrell,World of Ice and Fire
Olenna Tyrell,World of Ice and Fire
Edmure Tully,World of Ice and Fire
Robert Arryn,World of Ice and Fire
Tytos Lannister,World of Ice and Fire
Jeyne Lannister,World of Ice and Fire
Quellon Greyjoy,World of Ice and Fire
Jaehaerys II Targaryen,World of Ice and Fire
Shaera Targaryen,World of Ice and Fire
Ormund Baratheon,World of Ice and Fire
Leyton Hightower,World of Ice and Fire
Edric Storm,World of Ice and Fire
Ryam Florent,World of Ice and Fire
Axell Florent,World of Ice and Fire
Randyll Tarly,World of Ice and Fire
Melessa Tarly,World of Ice and Fire
Talla Tarly,World of Ice and Fire
Dickon Tarly,World of Ice and Fire
Domeric Bolton,World of Ice and Fire
Bethany Bolton,World of Ice and Fire
Walda Frey,World of Ice and Fire
Merrett Frey,World of Ice and Fire
Lancel Lannister,World of Ice and Fire
Elia Martell,World of Ice and Fire
Aegon Targaryen,World of Ice and Fire
Willas Tyrell,World of Ice and Fire
Garlan Tyrell,World of Ice and Fire
Genna Frey,World of Ice and Fire
Cleos Frey,World of Ice and Fire
Hizdahr zo Loraq,World of Ice and Fire
Ellaria Sand,World of Ice and Fire
Tormund Giantsbane,World of Ice and Fire
Missandei,World of Ice and Fire
Gendry,World of Ice and Fire
Gilly,World of Ice and Fire
Doran Martell,World of Ice and Fire
Alekyne Florent,World of Ice and Fire
Viserion,World of Ice and Fire
Rhaegal,World of Ice and Fire
Balerion,World of Ice and Fire
Vhagar,World of Ice and Fire
Three-eyed raven,World of Ice and Fire
Hodor,World of Ice and Fire
Visenya Targaryen,World of Ice and Fire
Young Griff,World of Ice and Fire
Trystane Martell,World of Ice and Fire
Yohn Royce,World of Ice and Fire
Osha,World of Ice and Fire
Tycho Nestoris,World of Ice and Fire
Alliser Thorne,World of Ice and Fire
Daemon I Blackfyre,World of Ice and Fire
Aegor Rivers,World of Ice and Fire
Daeron II Targaryen,World of Ice and Fire
Aegon II Targaryen,World of Ice and Fire
Shiera Seastar,World of Ice and Fire
Howland Reed,World of Ice and Fire
Aegon III Targaryen,World of Ice and Fire
Daemon Targaryen,World of Ice and Fire
Maegor I Targaryen,World of Ice and Fire
Duncan the Tall,World of Ice and Fire
Daeron I Targaryen,World of Ice and Fire
Greatjon Umber,World of Ice and Fire
Smalljon Umber,World of Ice and Fire
Walder Rivers,World of Ice and Fire
Viserys I Targaryen,World of Ice and Fire
Alicent Hightower,World of Ice and Fire
Criston Cole,World of Ice and Fire
Otto Hightower,World of Ice and Fire
Baela Targaryen,World of Ice and Fire
Jacaerys Velaryon,World of Ice and Fire
Jason Lannister,World of Ice and Fire
Harrold Westerling,World of Ice and Fire
Aemond Targaryen,World of Ice and Fire
Larys Strong,World of Ice and Fire
Lyman Beesbury,World of Ice and Fire
Lyonel Strong,World of Ice and Fire
Laena Velaryon,World of Ice and Fire
Borros Baratheon,World of Ice and Fire
Baelor Targaryen,World of Ice and Fire
Aerion Targaryen,World of Ice and Fire
Maekar I Targaryen,World of Ice and Fire
Addam of Hull,World of Ice and Fire
Gollum,Tolkien
Frodo Baggins,Tolkien
Samwise Gamgee,Tolkien
Tobold Hornblower,Tolkien
Gerontius Took,Tolkien
Lalia Took,Tolkien
Paladin Took II,Tolkien
Pearl Took,Tolkien
Rose Cotton,Tolkien
Drogo Baggins,Tolkien
Tolman Cotton,Tolkien
Muffet,Undertale
Gaara,Naruto
Amuro Ray,Universal Century
Sosuke Aizen,Bleach
Yasutora Sado,Bleach
Madara Uchiha,Naruto
Roronoa Zoro,One Piece
Action Mask,Crayon Shin-chan
Sailor Pluto,Sailor Moon
Edward Elric,Fullmetal Alchemist
Lalah Sune,Universal Century
Frederica Rosenfort,86
Victoria Cindry,One Piece
Margarita,One Piece
Macro,One Piece
Duval,One Piece
Sentomaru,One Piece
Judy,One Piece
Sweet Pea,One Piece
Nerine,One Piece
Boa Sandersonia,One Piece
Rindo,One Piece
Heracles,One Piece
Sancrin,One Piece
Rasa,Naruto
Geese Nukadia,Mushoku Tensei
Chan Agi,Universal Century
Nanai Miguel,Universal Century
Garrod Ran,After War
Daguza Mackle,Universal Century
Leina Ashta,Universal Century
Amadob,One Piece
Iino Abbav,Universal Century
Meneldor,The Faraway Paladin
Alphonse,Mushoku Tensei
Luke Notos Greyrat,Mushoku Tensei
Outlook III,One Piece
Demaro Black,One Piece
Chocolat,One Piece
Wadatsumi,One Piece
Hyouzou,One Piece
Ishilly,One Piece
Kairen,One Piece
Sora,One Piece
Daruma,One Piece
Uzu,One Piece
Kirintauros,One Piece
Kei Tanigawa,Akebi's Sailor Uniform
Yuwa Akebi,Akebi's Sailor Uniform
Ai Tatsumori,Akebi's Sailor Uniform
Riona Shijo,Akebi's Sailor Uniform
Hotaru Hiraiwa,Akebi's Sailor Uniform
Vergo,One Piece
Franky Franklin,Spy × Family
Yunyun,KonoSuba
Komekko,KonoSuba
Akari Mizunashi,Aria
Mio Sakamoto,Strike Witches
Yomogi Takahashi,Teppen—!!!
Saeka Yabukita,Teppen—!!!
Aegis,My Isekai Life
Master,Reincarnated as a Sword
Shino Madarame,Bleach
Robert Accutrone,Bleach
Minami Tenjin,"More Than a Married Couple, But Not Lovers"
Mei Hamano,"More Than a Married Couple, But Not Lovers"
David Martinez,Cyberpunk
Akihiko Asai,Uzaki-chan Wants to Hang Out!
Emilou Apacci,Bleach
Cyan Sung-Sun,Bleach
Meninas McAllon,Bleach
Hina Kagiyama,Touhou Project
Yamada Asaemon Sagiri,Hell's Paradise: Jigokuraku
PoisonYami,Bocchi the Rock!
JimiHen,Bocchi the Rock!
Nurugai,Hell's Paradise: Jigokuraku
Hammond,One Piece
Den,One Piece
Aladine,One Piece
Scotch,One Piece
Ruby Hoshino,Oshi no Ko
Ai Hoshino,Oshi no Ko
Komichi Akebi,Akebi's Sailor Uniform
Fiona Frost,Spy × Family
Vanir,KonoSuba
Chomusuke,KonoSuba
Sanjuan Wolf,One Piece
Vasco Shot,One Piece
Mone Ishiya,Teppen—!!!
Yume Irido,My Stepmom's Daughter Is My Ex
Mizuto Irido,My Stepmom's Daughter Is My Ex
Yuni Irido,My Stepmom's Daughter Is My Ex
Yuki Wakura,Chained Soldier
Tenka Izumo,Chained Soldier
Hina Setoguchi,Kokuhaku Jikkō Iinkai
Ryunosuke Yuki,Bleach
NaNaNa Najahkoop,Bleach
Teru Momijiyama,Shy
Alice Asmodeus,Welcome to Demon School! Iruma-kun
Clara Valac,Welcome to Demon School! Iruma-kun
Sullivan,Welcome to Demon School! Iruma-kun
Kamui Caim,Welcome to Demon School! Iruma-kun
Allocer Schneider,Welcome to Demon School! Iruma-kun
Zagan Johnny Western,Welcome to Demon School! Iruma-kun
Kimaris Quichelight,Welcome to Demon School! Iruma-kun
Yuzuriha,Hell's Paradise: Jigokuraku
Naoki Goto,Bocchi the Rock!
Futari Goto,Bocchi the Rock!
Nene Oyama,Bocchi the Rock!
Asahi Oka,Onimai: I'm Now Your Sister!
Alise Lovell,Is It Wrong to Try to Pick Up Girls in a Dungeon?
Sailor Jupiter,Sailor Moon
Wormmon,Digimon
Zabuza Momochi,Naruto
Sasori,Naruto
Hidan,Naruto
Kimimaro,Naruto
Shino Aburame,Naruto
Neji Hyuga,Naruto
Trunks,Dragon Ball
Chaos,Sailor Moon
Nine the Phantom,BlazBlue
Trinity Glassfille,BlazBlue
Relius Clover,BlazBlue
Izayoi,BlazBlue
Mahiro Yasaka,Haiyore! Nyaruko-san
Ghutatan,Haiyore! Nyaruko-san
